Player,Tm,yardline_100
D.JOHNSON,HOU,35
D.WATSON,HOU,25
C.HYDE,HOU,14
C.HYDE,HOU,33
A.ERICKSON,CIN,28
L.FOURNETTE,JAX,45
G.MINSHEW,JAX,48
G.MINSHEW,JAX,21
R.ARMSTEAD,JAX,15
L.FOURNETTE,JAX,1
L.FOURNETTE,JAX,10
R.FITZPATRICK,MIA,11
A.EKELER,LAC,29
D.WASHINGTON,OAK,29
D.COOK,MIN,4
D.COOK,MIN,4
D.COOK,MIN,3
D.COOK,MIN,25
D.COOK,MIN,28
T.JOHNSON,DET,38
D.COOK,MIN,8
D.COOK,MIN,10
A.MATTISON,MIN,19
D.COOK,MIN,36
D.COOK,MIN,42
A.PETERSON,WAS,37
D.COOK,MIN,5
D.COOK,MIN,24
D.COOK,MIN,34
T.JOHNSON,DET,7
T.JOHNSON,DET,13
T.JOHNSON,DET,27
A.MATTISON,MIN,28
T.JOHNSON,DET,40
L.FOURNETTE,JAX,12
L.FOURNETTE,JAX,10
L.FOURNETTE,JAX,12
L.FOURNETTE,JAX,17
C.EDMONDS,ARI,37
K.MURRAY,ARI,35
C.EDMONDS,ARI,40
C.EDMONDS,ARI,20
C.EDMONDS,ARI,31
C.EDMONDS,ARI,32
C.EDMONDS,ARI,20
C.EDMONDS,ARI,40
C.EDMONDS,ARI,42
M.MACK,IND,48
J.BRISSETT,IND,15
M.MACK,IND,5
M.MACK,IND,6
F.GORE,BUF,16
D.PRESCOTT,DAL,4
D.PRESCOTT,DAL,16
L.BELL,NYJ,23
L.BELL,NYJ,26
L.BELL,NYJ,47
E.ELLIOTT,DAL,5
E.ELLIOTT,DAL,8
E.ELLIOTT,DAL,13
E.ELLIOTT,DAL,41
E.ELLIOTT,DAL,23
T.POLLARD,DAL,33
E.ELLIOTT,DAL,41
L.BELL,NYJ,16
L.BELL,NYJ,40
E.ELLIOTT,DAL,5
E.ELLIOTT,DAL,8
E.ELLIOTT,DAL,13
E.ELLIOTT,DAL,20
E.ELLIOTT,DAL,34
E.ELLIOTT,DAL,47
E.ELLIOTT,DAL,50
D.PRESCOTT,DAL,7
E.ELLIOTT,DAL,6
E.ELLIOTT,DAL,11
E.ELLIOTT,DAL,15
T.POLLARD,DAL,38
L.BELL,NYJ,2
L.BELL,NYJ,1
S.DARNOLD,NYJ,7
S.DARNOLD,NYJ,12
L.BELL,NYJ,24
T.GURLEY,LA,20
F.GORE,BUF,22
D.SINGLETARY,BUF,26
R.FITZPATRICK,MIA,2
M.WALTON,MIA,4
K.DRAKE,MIA,13
M.WALTON,MIA,15
R.FITZPATRICK,MIA,27
R.FITZPATRICK,MIA,24
M.WALTON,MIA,31
M.WALTON,MIA,45
K.DRAKE,MIA,19
M.WALTON,MIA,39
D.SINGLETARY,BUF,29
K.BALLAGE,MIA,3
K.BALLAGE,MIA,14
K.DRAKE,MIA,18
M.WALTON,MIA,23
M.WALTON,MIA,35
M.WALTON,MIA,40
J.ALLEN,BUF,33
F.GORE,BUF,35
T.JOHNSON,DET,6
D.COOK,MIN,46
D.COOK,MIN,49
J.MCKISSIC,DET,49
J.JACOBS,OAK,15
J.JACOBS,OAK,30
A.RODGERS,GB,3
D.CARR,OAK,2
J.JACOBS,OAK,3
A.JONES,GB,31
A.JONES,GB,35
A.JONES,GB,40
J.JACOBS,OAK,17
J.JACOBS,OAK,28
T.COHEN,CHI,36
D.COOK,MIN,25
D.COOK,MIN,20
D.COOK,MIN,45
A.PETERSON,WAS,34
E.ELLIOTT,DAL,38
J.HOWARD,PHI,26
J.HOWARD,PHI,34
J.HOWARD,PHI,41
E.ELLIOTT,DAL,1
E.ELLIOTT,DAL,14
W.SNEAD,BAL,12
G.EDWARDS,BAL,47
R.WILSON,SEA,15
C.CARSON,SEA,20
G.EDWARDS,BAL,6
L.JACKSON,BAL,7
M.INGRAM,BAL,14
L.MURRAY,NO,35
L.MURRAY,NO,39
L.MURRAY,NO,4
L.MURRAY,NO,10
L.MURRAY,NO,13
L.MURRAY,NO,15
L.MURRAY,NO,50
L.MURRAY,NO,5
L.MURRAY,NO,19
L.MURRAY,NO,50
L.MURRAY,NO,6
L.MURRAY,NO,21
L.MURRAY,NO,33
J.WILSON,SF,30
J.WILSON,SF,36
T.COLEMAN,SF,45
G.KITTLE,SF,2
T.COLEMAN,SF,7
J.WILSON,SF,35
T.COLEMAN,SF,37
T.COLEMAN,SF,44
G.MINSHEW,JAX,5
L.FOURNETTE,JAX,8
T.COLEMAN,SF,19
D.COOK,MIN,34
D.COOK,MIN,46
J.KELLY,LA,40
J.KELLY,LA,46
J.KELLY,LA,48
D.HODGES,PIT,43
J.WILLIAMS,GB,39
J.CONNER,PIT,2
J.CONNER,PIT,2
B.SNELL,PIT,6
B.SNELL,PIT,12
R.ARMSTEAD,JAX,21
L.FOURNETTE,JAX,33
L.FOURNETTE,JAX,46
L.FOURNETTE,JAX,48
L.FOURNETTE,JAX,48
L.FOURNETTE,JAX,50
J.MIXON,CIN,1
L.FOURNETTE,JAX,8
L.FOURNETTE,JAX,43
L.FOURNETTE,JAX,50
R.ARMSTEAD,JAX,43
A.ERICKSON,CIN,39
J.MIXON,CIN,43
B.SNELL,PIT,28
J.CONNER,PIT,37
M.GORDON,LAC,29
T.GURLEY,LA,30
T.GURLEY,LA,43
J.GOFF,LA,45
B.HILL,ATL,28
J.GAROPPOLO,SF,1
T.COLEMAN,SF,1
T.COLEMAN,SF,3
J.GAROPPOLO,SF,41
M.BROWN,LA,1
M.BROWN,LA,1
D.HENDERSON,LA,5
D.HENDERSON,LA,24
D.HENDERSON,LA,46
J.CONNER,PIT,27
B.SNELL,PIT,28
B.SNELL,PIT,35
B.SNELL,PIT,42
D.HODGES,PIT,49
J.CONNER,PIT,12
J.CONNER,PIT,20
J.CONNER,PIT,22
J.CONNER,PIT,40
B.COOKS,LA,46
T.COLEMAN,SF,6
J.GOFF,LA,1
J.GOFF,LA,1
T.GURLEY,LA,3
T.GURLEY,LA,8
T.GURLEY,LA,16
T.GURLEY,LA,14
T.GURLEY,LA,10
T.GURLEY,LA,9
D.FREEMAN,ATL,43
D.HENDERSON,LA,41
T.GURLEY,LA,22
D.HENDERSON,LA,44
I.SMITH,ATL,41
L.FOURNETTE,JAX,24
L.FOURNETTE,JAX,37
C.EDMONDS,ARI,16
C.EDMONDS,ARI,17
T.GURLEY,LA,1
T.GURLEY,LA,15
K.JOHNSON,DET,25
A.JONES,GB,34
A.JONES,GB,38
J.WILLIAMS,GB,21
J.MCKISSIC,DET,49
J.WILLIAMS,GB,8
J.WILLIAMS,GB,18
J.WILLIAMS,GB,28
J.WILLIAMS,GB,38
A.JONES,GB,49
K.JOHNSON,DET,28
A.JONES,GB,43
J.WILLIAMS,GB,48
S.BARKLEY,NYG,7
D.JONES,NYG,16
D.JONES,NYG,26
S.BARKLEY,NYG,24
C.EDMONDS,ARI,22
K.MURRAY,ARI,48
S.BARKLEY,NYG,39
S.BARKLEY,NYG,45
S.BARKLEY,NYG,47
S.BARKLEY,NYG,31
S.BARKLEY,NYG,49
DAM.WILLIAMS,KC,21
L.MCCOY,KC,29
J.WILLIAMS,GB,40
K.JOHNSON,DET,43
A.JONES,GB,15
J.HOWARD,PHI,29
R.ARMSTEAD,JAX,5
L.FOURNETTE,JAX,8
L.MURRAY,NO,48
L.FOURNETTE,JAX,13
L.FOURNETTE,JAX,34
L.FOURNETTE,JAX,35
L.FOURNETTE,JAX,43
T.HILL,NO,6
L.MURRAY,NO,10
L.MURRAY,NO,33
A.KAMARA,NO,35
A.KAMARA,NO,37
C.EDMONDS,ARI,29
D.JOHNSON,ARI,50
K.MURRAY,ARI,19
C.EDMONDS,ARI,48
K.MURRAY,ARI,50
I.SMITH,ATL,11
D.FREEMAN,ATL,14
K.SMITH,ATL,16
M.RYAN,ATL,22
D.FREEMAN,ATL,25
D.JOHNSON,ARI,1
D.JOHNSON,ARI,2
M.RYAN,ATL,49
K.MURRAY,ARI,25
C.EDMONDS,ARI,28
D.FREEMAN,ATL,13
D.FREEMAN,ATL,20
D.FREEMAN,ATL,30
D.FREEMAN,ATL,45
B.SCOTT,PHI,42
A.MATTISON,MIN,13
A.MATTISON,MIN,9
A.MATTISON,MIN,11
A.MATTISON,MIN,28
A.MATTISON,MIN,27
A.MATTISON,MIN,31
D.COOK,MIN,49
D.COOK,MIN,1
A.MATTISON,MIN,3
D.COOK,MIN,5
D.COOK,MIN,24
D.COOK,MIN,30
S.DIGGS,MIN,38
J.HOWARD,PHI,26
J.HOWARD,PHI,4
C.CARSON,SEA,42
C.CARSON,SEA,50
N.CHUBB,CLE,7
N.CHUBB,CLE,18
A.DALTON,CIN,2
C.MCCAFFREY,CAR,29
S.MICHEL,NE,35
S.MICHEL,NE,37
T.BRADY,NE,1
T.BRADY,NE,3
S.MICHEL,NE,39
S.MICHEL,NE,50
J.WHITE,NE,30
S.MICHEL,NE,49
C.WENTZ,PHI,48
K.COUSINS,MIN,29
D.COOK,MIN,33
A.THIELEN,MIN,33
D.COOK,MIN,5
D.COOK,MIN,7
D.COOK,MIN,10
D.COOK,MIN,46
R.FITZPATRICK,MIA,37
K.DRAKE,MIA,6
B.SNELL,PIT,43
B.SNELL,PIT,45
P.LINDSAY,DEN,18
R.FREEMAN,DEN,20
DAM.WILLIAMS,KC,2
D.WILLIAMS,KC,3
P.MAHOMES,KC,5
D.WILLIAMS,KC,5
L.MCCOY,KC,6
A.SHERMAN,KC,19
DAM.WILLIAMS,KC,28
L.MCCOY,KC,21
L.MCCOY,KC,29
R.FREEMAN,DEN,1
P.LINDSAY,DEN,13
R.FREEMAN,DEN,40
P.LINDSAY,DEN,41
J.WILLIAMS,GB,11
J.WILLIAMS,GB,20
J.WILLIAMS,GB,22
K.DRAKE,MIA,38
P.RICHARDSON,WAS,38
S.SIMS,WAS,34
K.DRAKE,MIA,27
M.WALTON,MIA,26
T.COLEMAN,SF,2
T.COLEMAN,SF,25
P.BARBER,TB,27
P.BARBER,TB,36
C.MCCAFFREY,CAR,36
R.JONES,TB,5
R.JONES,TB,37
C.MCCAFFREY,CAR,1
K.ALLEN,CAR,1
C.MCCAFFREY,CAR,4
C.HYDE,HOU,25
C.CARSON,SEA,3
C.CARSON,SEA,44
B.BOLDEN,NE,50
J.HILLIMAN,NYG,50
B.BOLDEN,NE,1
T.BRADY,NE,1
B.BOLDEN,NE,2
J.HILLIMAN,NYG,49
J.HILLIMAN,NYG,50
S.MICHEL,NE,19
S.MICHEL,NE,19
S.MICHEL,NE,21
B.BOLDEN,NE,49
R.MOSTERT,SF,30
T.COLEMAN,SF,20
T.COLEMAN,SF,34
C.CARSON,SEA,15
R.WILSON,SEA,23
C.CARSON,SEA,26
C.CARSON,SEA,1
R.WILSON,SEA,29
C.CARSON,SEA,31
C.CARSON,SEA,40
C.CARSON,SEA,42
N.CHUBB,CLE,3
N.CHUBB,CLE,24
N.CHUBB,CLE,1
N.CHUBB,CLE,7
N.CHUBB,CLE,20
N.CHUBB,CLE,22
N.CHUBB,CLE,22
N.CHUBB,CLE,30
N.CHUBB,CLE,12
B.MAYFIELD,CLE,30
N.CHUBB,CLE,36
N.CHUBB,CLE,39
R.WILSON,SEA,4
C.CARSON,SEA,8
R.WILSON,SEA,20
C.PROSISE,SEA,22
C.CARSON,SEA,45
C.PROSISE,SEA,40
B.MAYFIELD,CLE,10
N.CHUBB,CLE,11
R.WILSON,SEA,16
C.CARSON,SEA,12
G.EDWARDS,BAL,2
G.EDWARDS,BAL,5
M.INGRAM,BAL,12
L.JACKSON,BAL,24
J.HILL,BAL,31
M.INGRAM,BAL,32
L.JACKSON,BAL,48
T.COLEMAN,SF,9
M.GOODWIN,SF,24
K.JUSZCZYK,SF,42
L.JACKSON,BAL,41
G.EDWARDS,BAL,44
M.INGRAM,BAL,35
C.HYDE,HOU,34
D.WATSON,HOU,1
L.FOURNETTE,JAX,17
L.FOURNETTE,JAX,20
L.FOURNETTE,JAX,32
J.MCKISSIC,DET,38
J.AGNEW,DET,47
R.TANNEHILL,TEN,11
R.FREEMAN,DEN,23
R.FREEMAN,DEN,25
D.HENRY,TEN,11
D.HENRY,TEN,36
P.LINDSAY,DEN,35
R.FREEMAN,DEN,37
R.FREEMAN,DEN,16
R.FREEMAN,DEN,24
P.LINDSAY,DEN,37
P.LINDSAY,DEN,45
R.MOSTERT,SF,42
R.MOSTERT,SF,46
R.MOSTERT,SF,46
B.COOKS,LA,36
M.BREIDA,SF,39
M.BREIDA,SF,45
T.COLEMAN,SF,15
M.BREIDA,SF,24
M.BREIDA,SF,26
M.BREIDA,SF,35
M.BREIDA,SF,45
M.BREIDA,SF,47
T.COLEMAN,SF,2
R.MOSTERT,SF,24
M.RYAN,ATL,27
D.FREEMAN,ATL,29
M.BREIDA,SF,47
R.WOODS,LA,8
M.BROWN,LA,13
R.WOODS,LA,21
M.BROWN,LA,30
M.BROWN,LA,37
M.BROWN,LA,47
I.SMITH,ATL,15
D.FREEMAN,ATL,29
D.FREEMAN,ATL,38
D.JOHNSON,ARI,19
D.JOHNSON,ARI,45
K.DRAKE,MIA,47
A.PETERSON,WAS,28
K.DRAKE,MIA,39
K.DRAKE,MIA,39
L.FOURNETTE,JAX,48
T.HILL,NO,8
T.HILL,NO,44
C.HYDE,HOU,1
C.HYDE,HOU,14
D.JOHNSON,HOU,26
D.JOHNSON,HOU,41
C.HYDE,HOU,8
C.HYDE,HOU,20
C.HYDE,HOU,46
L.MCCOY,KC,6
L.MCCOY,KC,49
C.HYDE,HOU,2
C.HYDE,HOU,14
C.HYDE,HOU,24
D.THOMAS,KC,36
L.MCCOY,KC,45
D.JOHNSON,HOU,15
C.HYDE,HOU,22
C.HYDE,HOU,26
L.MCCOY,KC,40
D.WATSON,HOU,28
C.HYDE,HOU,49
M.BREIDA,SF,20
M.BREIDA,SF,39
M.BREIDA,SF,42
A.JONES,GB,5
T.CARSON,GB,49
P.LINDSAY,DEN,35
P.LINDSAY,DEN,41
R.FREEMAN,DEN,47
R.FREEMAN,DEN,50
T.COLEMAN,SF,19
T.COLEMAN,SF,27
R.MOSTERT,SF,31
M.BREIDA,SF,35
M.BREIDA,SF,36
N.CHUBB,CLE,7
O.BECKHAM,CLE,18
N.CHUBB,CLE,34
J.MIXON,CIN,4
G.BERNARD,CIN,6
G.BERNARD,CIN,37
J.MIXON,CIN,47
L.JACKSON,BAL,43
J.MIXON,CIN,38
L.JACKSON,BAL,24
M.INGRAM,BAL,1
G.EDWARDS,BAL,4
L.JACKSON,BAL,13
L.JACKSON,BAL,12
J.HILL,BAL,41
L.JACKSON,BAL,21
M.INGRAM,BAL,30
J.HILL,BAL,39
K.ALLEN,CAR,27
C.MCCAFFREY,CAR,23
A.ARMAH,CAR,24
D.OGUNBOWALE,TB,3
C.MCCAFFREY,CAR,11
C.MCCAFFREY,CAR,7
C.MCCAFFREY,CAR,17
M.BREIDA,SF,26
P.MAHOMES,KC,46
N.HINES,IND,16
M.MACK,IND,25
J.BRISSETT,IND,27
M.MACK,IND,28
J.WILKINS,IND,31
J.WILKINS,IND,36
M.MACK,IND,39
M.MACK,IND,44
M.MACK,IND,48
M.MACK,IND,46
DAM.WILLIAMS,KC,45
S.MICHEL,NE,14
B.BOLDEN,NE,48
A.PETERSON,WAS,47
A.KAMARA,NO,49
C.CARSON,SEA,6
L.MCCOY,KC,18
T.BRIDGEWATER,NO,9
L.MURRAY,NO,18
L.MURRAY,NO,41
L.MURRAY,NO,47
L.JACKSON,BAL,46
J.HILL,BAL,48
C.MCCAFFREY,CAR,11
C.MCCAFFREY,CAR,33
P.BARBER,TB,40
C.SAMUEL,CAR,8
C.MCCAFFREY,CAR,37
S.MICHEL,NE,9
J.ALLEN,BUF,24
F.GORE,BUF,27
F.GORE,BUF,31
F.GORE,BUF,50
D.HENRY,TEN,39
D.HENRY,TEN,41
A.ROBERTS,BUF,14
M.MARIOTA,TEN,11
A.JONES,GB,1
E.ELLIOTT,DAL,7
T.BRADY,NE,1
M.GORDON,LAC,2
M.GORDON,LAC,7
M.GORDON,LAC,49
L.JACKSON,BAL,29
M.INGRAM,BAL,31
L.JACKSON,BAL,34
M.INGRAM,BAL,49
M.INGRAM,BAL,42
J.CONNER,PIT,11
P.LINDSAY,DEN,49
M.GORDON,LAC,33
P.LINDSAY,DEN,27
R.FREEMAN,DEN,45
M.GORDON,LAC,21
A.EKELER,LAC,37
P.LINDSAY,DEN,17
P.LINDSAY,DEN,20
D.SPENCER,DEN,42
P.LINDSAY,DEN,4
R.FREEMAN,DEN,5
R.FREEMAN,DEN,10
P.LINDSAY,DEN,28
P.LINDSAY,DEN,49
W.SMALLWOOD,WAS,45
W.SMALLWOOD,WAS,47
S.MICHEL,NE,9
S.MICHEL,NE,16
S.MICHEL,NE,28
J.WHITE,NE,38
T.COLEMAN,SF,41
M.MACK,IND,12
M.MACK,IND,15
M.MACK,IND,21
M.MACK,IND,25
J.WILKINS,IND,5
J.WILKINS,IND,13
D.HENRY,TEN,8
D.HENRY,TEN,15
D.HENRY,TEN,1
D.HENRY,TEN,1
M.MARIOTA,TEN,5
D.COOK,MIN,28
D.COOK,MIN,42
D.COOK,MIN,41
D.JONES,NYG,45
E.ENGRAM,NYG,45
J.HILLIMAN,NYG,50
D.COOK,MIN,20
A.MATTISON,MIN,40
J.HILLIMAN,NYG,41
A.ABDULLAH,MIN,23
A.MATTISON,MIN,13
D.COOK,MIN,37
D.HENRY,TEN,8
D.HENRY,TEN,25
D.HENRY,TEN,38
D.WATSON,HOU,33
C.HYDE,HOU,46
D.WATSON,HOU,3
F.GORE,BUF,42
F.GORE,BUF,46
J.ALLEN,BUF,47
J.ALLEN,BUF,47
D.HENRY,TEN,27
J.ALLEN,BUF,31
J.ALLEN,BUF,41
P.LINDSAY,DEN,41
R.FREEMAN,DEN,45
R.FREEMAN,DEN,35
R.FREEMAN,DEN,37
M.INGRAM,BAL,36
M.INGRAM,BAL,50
J.CONNER,PIT,41
J.CONNER,PIT,49
M.INGRAM,BAL,4
M.INGRAM,BAL,2
L.JACKSON,BAL,11
L.JACKSON,BAL,25
C.HYDE,HOU,49
M.INGRAM,BAL,10
G.EDWARDS,BAL,12
L.JACKSON,BAL,20
L.JACKSON,BAL,37
V.SMITH,NYJ,19
M.SANDERS,PHI,13
J.HOWARD,PHI,13
J.HOWARD,PHI,26
J.HOWARD,PHI,29
J.HOWARD,PHI,41
C.WENTZ,PHI,40
M.SANDERS,PHI,42
M.SANDERS,PHI,34
B.BOLDEN,NE,33
S.MICHEL,NE,44
S.MICHEL,NE,49
J.HOWARD,PHI,49
A.KAMARA,NO,25
T.BRIDGEWATER,NO,26
L.MURRAY,NO,29
L.MURRAY,NO,44
L.MURRAY,NO,45
J.JACOBS,OAK,10
J.JACOBS,OAK,35
J.JACOBS,OAK,19
J.JACOBS,OAK,21
J.JACOBS,OAK,23
D.WASHINGTON,OAK,32
D.WASHINGTON,OAK,42
D.WASHINGTON,OAK,3
D.WASHINGTON,OAK,7
D.WASHINGTON,OAK,12
J.JACOBS,OAK,21
J.JACOBS,OAK,24
J.JACOBS,OAK,12
D.MONTGOMERY,CHI,46
J.JACOBS,OAK,28
J.JACOBS,OAK,32
A.MATTISON,MIN,21
A.MATTISON,MIN,26
A.MATTISON,MIN,25
A.MATTISON,MIN,27
D.COOK,MIN,31
D.COOK,MIN,32
D.COOK,MIN,35
A.MATTISON,MIN,25
D.COOK,MIN,44
D.COOK,MIN,50
J.HILLIMAN,NYG,29
E.PENNY,NYG,25
E.PENNY,NYG,38
E.PENNY,NYG,8
J.HILLIMAN,NYG,18
D.COOK,MIN,50
L.MURRAY,NO,27
A.KAMARA,NO,34
P.BARBER,TB,2
R.JONES,TB,17
R.JONES,TB,22
J.WINSTON,TB,25
R.JONES,TB,39
R.JONES,TB,43
M.MACK,IND,12
M.HARDMAN,KC,31
J.BRISSETT,IND,1
J.WILKINS,IND,11
J.WILKINS,IND,2
M.MACK,IND,6
M.MACK,IND,36
M.MACK,IND,38
DAM.WILLIAMS,KC,46
D.PRESCOTT,DAL,15
A.JONES,GB,50
A.JONES,GB,24
E.ELLIOTT,DAL,2
J.WINSTON,TB,48
A.KAMARA,NO,33
A.KAMARA,NO,10
R.JONES,TB,30
S.MILLER,TB,48
L.JACKSON,BAL,35
M.INGRAM,BAL,40
M.INGRAM,BAL,44
J.CONNER,PIT,14
J.CONNER,PIT,18
D.HODGES,PIT,44
J.CONNER,PIT,45
C.HYDE,HOU,35
C.HYDE,HOU,44
I.SMITH,ATL,18
C.HYDE,HOU,8
L.BELL,NYJ,44
M.SANDERS,PHI,41
L.BELL,NYJ,47
J.HOWARD,PHI,1
J.HOWARD,PHI,6
M.SANDERS,PHI,24
J.HOWARD,PHI,44
D.SPROLES,PHI,49
J.JACOBS,OAK,2
J.JACOBS,OAK,22
J.JACOBS,OAK,37
S.SHEPARD,NYG,8
J.HILLIMAN,NYG,37
C.EDMONDS,ARI,32
K.MURRAY,ARI,37
J.MIXON,CIN,35
D.JOHNSON,ARI,5
A.ISABELLA,ARI,11
C.EDMONDS,ARI,45
M.BROWN,LA,17
J.GOFF,LA,18
T.GURLEY,LA,22
T.GURLEY,LA,30
T.GURLEY,LA,42
T.GURLEY,LA,24
T.GURLEY,LA,33
J.CONNER,PIT,27
J.SAMUELS,PIT,48
J.MIXON,CIN,11
B.SNELL,PIT,50
J.SAMUELS,PIT,6
J.CONNER,PIT,25
J.SAMUELS,PIT,46
J.MIXON,CIN,31
J.MIXON,CIN,49
J.CONNER,PIT,48
J.CONNER,PIT,42
B.SNELL,PIT,42
A.KAMARA,NO,39
L.MURRAY,NO,44
T.BRIDGEWATER,NO,13
C.MCCAFFREY,CAR,24
T.GINN,NO,16
T.BRIDGEWATER,NO,18
A.KAMARA,NO,27
A.KAMARA,NO,38
L.MURRAY,NO,41
E.ELLIOTT,DAL,1
E.ELLIOTT,DAL,2
E.ELLIOTT,DAL,35
D.COOK,MIN,2
A.ABDULLAH,MIN,20
A.ABDULLAH,MIN,35
D.COOK,MIN,24
D.JOHNSON,HOU,38
C.HYDE,HOU,50
D.FREEMAN,ATL,15
K.MURRAY,ARI,25
D.JOHNSON,ARI,23
K.MURRAY,ARI,6
K.MURRAY,ARI,14
D.JOHNSON,ARI,14
J.MIXON,CIN,4
J.MIXON,CIN,8
E.ELLIOTT,DAL,41
A.JONES,GB,1
A.JONES,GB,5
A.JONES,GB,12
T.CARSON,GB,43
E.ELLIOTT,DAL,34
T.AUSTIN,DAL,48
A.JONES,GB,3
A.JONES,GB,24
E.ELLIOTT,DAL,34
D.PRESCOTT,DAL,37
A.JONES,GB,18
E.ELLIOTT,DAL,50
J.MIXON,CIN,22
J.MIXON,CIN,40
J.MIXON,CIN,45
R.BONNAFON,CAR,39
R.BONNAFON,CAR,37
L.FOURNETTE,JAX,20
G.MINSHEW,JAX,28
R.ARMSTEAD,JAX,27
L.FOURNETTE,JAX,36
C.CARSON,SEA,23
R.PENNY,SEA,25
C.CARSON,SEA,43
C.CARSON,SEA,44
T.GURLEY,LA,44
C.CARSON,SEA,24
C.CARSON,SEA,30
C.CARSON,SEA,37
C.CARSON,SEA,41
C.EDMONDS,ARI,40
K.MURRAY,ARI,47
D.JOHNSON,ARI,47
R.WILSON,SEA,14
R.WILSON,SEA,15
R.PENNY,SEA,17
R.PENNY,SEA,50
T.GURLEY,LA,1
C.CARSON,SEA,14
R.WILSON,SEA,35
C.CARSON,SEA,40
C.CARSON,SEA,47
T.GURLEY,LA,8
T.GURLEY,LA,45
C.CARSON,SEA,30
R.PENNY,SEA,33
R.WILSON,SEA,39
T.GURLEY,LA,20
C.CARSON,SEA,43
C.CARSON,SEA,48
C.CARSON,SEA,50
C.CARSON,SEA,50
D.JOHNSON,ARI,15
K.MURRAY,ARI,39
C.EDMONDS,ARI,43
G.BERNARD,CIN,43
C.EDMONDS,ARI,38
K.MURRAY,ARI,39
J.MIXON,CIN,27
J.MIXON,CIN,31
L.FOURNETTE,JAX,17
L.FOURNETTE,JAX,20
L.FOURNETTE,JAX,10
L.FOURNETTE,JAX,27
R.FREEMAN,DEN,30
R.ARMSTEAD,JAX,17
L.FOURNETTE,JAX,19
L.FOURNETTE,JAX,35
R.ARMSTEAD,JAX,38
R.FREEMAN,DEN,44
R.ARMSTEAD,JAX,22
R.ARMSTEAD,JAX,12
L.FOURNETTE,JAX,11
L.FOURNETTE,JAX,13
L.FOURNETTE,JAX,15
L.FOURNETTE,JAX,15
L.FOURNETTE,JAX,18
L.FOURNETTE,JAX,24
R.ARMSTEAD,JAX,48
R.ARMSTEAD,JAX,11
L.FOURNETTE,JAX,45
L.FOURNETTE,JAX,46
P.LINDSAY,DEN,40
D.MONTGOMERY,CHI,28
D.MONTGOMERY,CHI,27
C.DANIEL,CHI,24
D.MONTGOMERY,CHI,26
D.COOK,MIN,2
D.COOK,MIN,11
J.CONNER,PIT,44
L.JACKSON,BAL,19
L.JACKSON,BAL,24
J.CONNER,PIT,1
J.CONNER,PIT,34
J.CONNER,PIT,47
A.KAMARA,NO,16
T.BRIDGEWATER,NO,21
A.KAMARA,NO,24
D.JOHNSON,HOU,13
D.JOHNSON,HOU,37
C.HYDE,HOU,47
M.RYAN,ATL,1
D.FREEMAN,ATL,1
I.SMITH,ATL,1
D.FREEMAN,ATL,16
L.FOURNETTE,JAX,25
L.FOURNETTE,JAX,10
L.FOURNETTE,JAX,16
C.PATTERSON,CHI,9
D.MONTGOMERY,CHI,1
D.MONTGOMERY,CHI,5
A.KAMARA,NO,21
A.KAMARA,NO,29
L.FOURNETTE,JAX,48
L.FOURNETTE,JAX,41
L.FOURNETTE,JAX,49
C.MCCAFFREY,CAR,5
R.BONNAFON,CAR,30
C.MCCAFFREY,CAR,47
T.LOCKETT,SEA,43
C.CARSON,SEA,48
J.MIXON,CIN,45
A.KAMARA,NO,33
A.KAMARA,NO,35
D.WATSON,HOU,44
D.JOHNSON,HOU,13
D.JOHNSON,HOU,36
C.HYDE,HOU,1
D.JOHNSON,HOU,18
M.RYAN,ATL,26
D.JOHNSON,HOU,38
T.GURLEY,LA,5
R.JONES,TB,15
R.JONES,TB,37
R.JONES,TB,36
A.KAMARA,NO,31
L.MURRAY,NO,11
D.HARRIS,NO,24
A.KAMARA,NO,26
D.MONTGOMERY,CHI,13
C.DANIEL,CHI,24
D.MONTGOMERY,CHI,31
C.PATTERSON,CHI,34
D.MONTGOMERY,CHI,42
C.HYDE,HOU,38
C.MCCAFFREY,CAR,30
C.MCCAFFREY,CAR,35
C.HYDE,HOU,47
D.WILLIAMS,KC,1
D.MONTGOMERY,CHI,16
C.DANIEL,CHI,10
T.COHEN,CHI,29
D.MONTGOMERY,CHI,41
A.MATTISON,MIN,46
D.COOK,MIN,47
D.COOK,MIN,47
D.MONTGOMERY,CHI,33
C.DANIEL,CHI,43
C.DANIEL,CHI,43
C.THOMPSON,WAS,31
A.PETERSON,WAS,28
W.GALLMAN,NYG,1
J.HILLIMAN,NYG,44
M.WALTON,MIA,34
M.WALTON,MIA,48
J.GRANT,MIA,10
K.BALLAGE,MIA,21
K.BALLAGE,MIA,28
K.DRAKE,MIA,38
K.DRAKE,MIA,43
K.DRAKE,MIA,47
T.POPE,LAC,15
A.EKELER,LAC,33
A.EKELER,LAC,34
P.BARBER,TB,3
D.OGUNBOWALE,TB,3
P.BARBER,TB,21
P.BARBER,TB,28
P.BARBER,TB,43
D.JOHNSON,ARI,36
N.CHUBB,CLE,28
N.CHUBB,CLE,31
M.INGRAM,BAL,6
G.EDWARDS,BAL,30
L.JACKSON,BAL,40
M.INGRAM,BAL,48
N.CHUBB,CLE,2
D.HILLIARD,CLE,48
N.CHUBB,CLE,38
M.INGRAM,BAL,32
G.EDWARDS,BAL,35
