player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,position,week,year
Jake Funk,1.2,4.9,0.0,0.2,1.9,0.0,0.0,1.0,LAR,RB,6,2021
Dare Ogunbowale,0.8,3.8,0.0,0.5,4.1,0.0,0.0,0.9,JAC,RB,6,2021
Ameer Abdullah,1.1,4.4,0.0,0.5,3.3,0.0,0.0,0.9,CAR,RB,6,2021
Peyton Barber,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8,LV,RB,6,2021
Corey Clement,1.2,4.2,0.0,0.2,1.2,0.0,0.0,0.7,DAL,RB,6,2021
C.J. Ham,0.6,1.6,0.0,0.6,4.6,0.0,0.0,0.7,MIN,RB,6,2021
Michael Burton,0.7,2.2,0.0,0.4,3.0,0.0,0.0,0.7,KC,RB,6,2021
Ke'Shawn Vaughn,1.0,4.0,0.0,0.1,2.0,0.0,0.0,0.6,TB,RB,6,2021
Alec Ingold,0.3,0.2,0.0,0.4,2.8,0.0,0.0,0.5,LV,RB,6,2021
Giovanni Ricci,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.5,CAR,RB,6,2021
Damarea Crockett,0.9,4.0,0.0,0.1,1.0,0.0,0.0,0.5,DEN,RB,6,2021
Taiwan Jones,0.6,1.6,0.0,0.2,2.6,0.0,0.0,0.5,BUF,RB,6,2021
Jakob Johnson,0.1,0.1,0.0,0.3,1.8,0.0,0.0,0.4,NE,RB,6,2021
Jason Cabinda,0.8,1.5,0.0,0.2,2.2,0.0,0.0,0.4,DET,RB,6,2021
Derek Watt,0.8,2.0,0.0,0.2,1.2,0.0,0.0,0.4,PIT,RB,6,2021
Cullen Gillaspia,0.6,1.3,0.0,0.2,1.4,0.0,0.0,0.3,NYG,RB,6,2021
Godwin Igwebuike,0.6,2.0,0.0,0.1,1.0,0.0,0.0,0.3,DET,RB,6,2021
Reggie Gilliam,0.1,0.0,0.0,0.3,3.0,0.0,0.0,0.3,BUF,RB,6,2021
Gabe Nabers,0.5,1.2,0.0,0.2,1.3,0.0,0.0,0.3,LAC,RB,6,2021
Khari Blasingame,0.0,0.0,0.0,0.2,2.1,0.0,0.0,0.3,TEN,RB,6,2021
Johnny Stanton,0.2,0.8,0.0,0.2,1.2,0.0,0.0,0.2,CLE,RB,6,2021
Nick Bellore,0.5,1.0,0.0,0.1,1.1,0.0,0.0,0.2,SEA,RB,6,2021
Derrick Henry,24.4,119.8,1.1,2.1,18.3,0.1,0.2,20.3,TEN,RB,7,2021
Alvin Kamara,20.1,88.2,0.7,4.8,43.7,0.3,0.1,18.8,NO,RB,7,2021
Darrell Henderson Jr.,18.2,79.5,0.7,2.3,22.2,0.2,0.1,15.4,LAR,RB,7,2021
Aaron Jones,14.4,67.5,0.7,3.6,30.6,0.3,0.1,15.2,GB,RB,7,2021
Chuba Hubbard,17.4,70.7,0.6,2.9,24.0,0.1,0.1,13.7,CAR,RB,7,2021
Leonard Fournette,16.3,63.3,0.6,3.6,28.3,0.1,0.1,13.3,TB,RB,7,2021
Jonathan Taylor,15.4,71.4,0.6,2.4,21.2,0.1,0.1,13.1,IND,RB,7,2021
Josh Jacobs,17.2,67.7,0.7,2.6,19.9,0.1,0.1,13.0,LV,RB,7,2021
Joe Mixon,16.9,67.9,0.6,2.5,20.7,0.1,0.1,12.6,CIN,RB,7,2021
Damien Harris,17.6,73.8,0.6,1.1,9.2,0.0,0.2,11.9,NE,RB,7,2021
Darrel Williams,14.7,56.1,0.6,2.4,19.5,0.1,0.1,11.7,KC,RB,7,2021
James Conner,14.2,62.0,0.7,1.0,8.0,0.0,0.1,11.6,ARI,RB,7,2021
D'Andre Swift,10.7,43.8,0.3,5.3,43.4,0.2,0.1,11.4,DET,RB,7,2021
Elijah Mitchell,14.7,61.4,0.5,1.6,14.2,0.1,0.1,11.0,SF,RB,7,2021
Antonio Gibson,13.8,59.0,0.5,1.9,15.2,0.1,0.1,10.8,WAS,RB,7,2021
D'Ernest Johnson,14.9,62.3,0.5,1.4,10.8,0.0,0.1,10.7,CLE,RB,7,2021
Devontae Booker,14.8,58.0,0.4,2.5,17.0,0.1,0.1,10.5,NYG,RB,7,2021
Cordarrelle Patterson,9.4,37.8,0.2,3.9,36.9,0.3,0.1,10.3,ATL,RB,7,2021
Miles Sanders,12.2,56.0,0.3,2.9,23.0,0.1,0.1,9.9,PHI,RB,7,2021
Alex Collins,13.7,52.9,0.5,1.4,11.2,0.0,0.1,9.4,SEA,RB,7,2021
Chase Edmonds,9.1,41.4,0.2,3.3,27.4,0.2,0.1,8.9,ARI,RB,7,2021
Mike Davis,13.0,48.7,0.3,2.9,20.1,0.1,0.1,8.8,ATL,RB,7,2021
Melvin Gordon III,10.9,48.3,0.4,1.9,13.3,0.0,0.1,8.8,DEN,RB,7,2021
Michael Carter,12.6,49.4,0.3,1.9,15.3,0.0,0.1,8.4,NYJ,RB,7,2021
Myles Gaskin,9.1,38.7,0.2,3.7,27.9,0.1,0.1,8.4,MIA,RB,7,2021
Javonte Williams,10.3,43.6,0.2,1.9,15.3,0.1,0.1,7.5,DEN,RB,7,2021
Khalil Herbert,10.6,42.9,0.2,1.7,12.9,0.1,0.1,7.2,CHI,RB,7,2021
Devonta Freeman,8.4,38.5,0.3,1.7,12.3,0.1,0.1,7.0,BAL,RB,7,2021
J.D. McKissic,5.6,23.5,0.1,4.1,29.0,0.2,0.1,6.9,WAS,RB,7,2021
AJ Dillon,9.4,39.7,0.2,1.2,10.8,0.1,0.1,6.7,GB,RB,7,2021
Damien Williams,9.3,33.2,0.2,1.9,15.0,0.1,0.1,6.5,CHI,RB,7,2021
Jamaal Williams,8.9,34.2,0.2,2.0,14.5,0.1,0.1,6.1,DET,RB,7,2021
Mark Ingram II,10.9,45.1,0.2,0.6,4.1,0.0,0.1,5.9,NO,RB,7,2021
Sony Michel,8.4,36.4,0.2,0.6,5.3,0.0,0.0,5.6,LAR,RB,7,2021
Demetric Felton,6.4,22.8,0.2,2.3,19.1,0.1,0.1,5.5,CLE,RB,7,2021
Kenneth Gainwell,3.6,16.1,0.1,2.6,22.4,0.1,0.0,5.1,PHI,RB,7,2021
Nyheim Hines,3.9,15.5,0.1,2.7,20.7,0.1,0.0,4.8,IND,RB,7,2021
Rhamondre Stevenson,6.3,22.3,0.1,2.0,19.0,0.0,0.1,4.7,NE,RB,7,2021
Kenyan Drake,4.3,18.0,0.1,1.9,15.3,0.1,0.0,4.6,LV,RB,7,2021
Ty Johnson,6.3,24.3,0.1,1.9,14.5,0.0,0.0,4.6,NYJ,RB,7,2021
Ty'Son Williams,5.7,23.1,0.2,0.9,7.9,0.0,0.1,4.3,BAL,RB,7,2021
David Johnson,3.3,14.2,0.1,2.6,20.6,0.1,0.0,4.1,HOU,RB,7,2021
JaMycal Hasty,5.3,21.4,0.2,1.0,8.1,0.0,0.1,4.0,SF,RB,7,2021
Ronald Jones II,5.7,24.1,0.2,0.4,3.4,0.0,0.0,3.8,TB,RB,7,2021
Rashaad Penny,5.1,20.9,0.2,0.8,5.8,0.0,0.1,3.8,SEA,RB,7,2021
Brandon Bolden,3.0,11.1,0.1,2.1,17.2,0.0,0.0,3.8,NE,RB,7,2021
Malcolm Brown,6.2,22.9,0.2,0.5,3.5,0.0,0.0,3.7,MIA,RB,7,2021
Salvon Ahmed,4.7,17.6,0.1,1.3,10.1,0.0,0.0,3.7,MIA,RB,7,2021
Jerick McKinnon,3.9,14.4,0.1,1.5,11.8,0.1,0.0,3.6,KC,RB,7,2021
Samaje Perine,4.1,17.1,0.1,1.1,8.8,0.1,0.0,3.4,CIN,RB,7,2021
Trey Sermon,5.7,22.7,0.1,0.6,5.4,0.0,0.0,3.4,SF,RB,7,2021
Phillip Lindsay,5.0,21.6,0.1,0.9,5.9,0.0,0.0,3.4,MIA,RB,7,2021
Kyle Juszczyk,1.1,3.2,0.0,2.3,21.6,0.1,0.0,3.3,SF,RB,7,2021
Giovani Bernard,1.6,6.5,0.0,2.0,14.9,0.1,0.0,3.1,TB,RB,7,2021
John Kelly,5.4,16.6,0.2,0.4,3.7,0.0,0.0,3.0,CLE,RB,7,2021
DeeJay Dallas,3.4,11.6,0.1,1.7,13.4,0.0,0.0,2.9,SEA,RB,7,2021
La'Mical Perine,2.2,17.1,0.1,0.6,4.3,0.0,0.0,2.9,NYJ,RB,7,2021
Royce Freeman,4.0,14.8,0.1,1.0,6.9,0.0,0.0,2.8,HOU,RB,7,2021
Jaret Patterson,3.6,13.8,0.1,0.9,6.8,0.0,0.0,2.7,WAS,RB,7,2021
Marlon Mack,4.1,17.8,0.1,0.3,2.5,0.0,0.0,2.6,IND,RB,7,2021
Ty Montgomery,1.9,7.1,0.0,1.2,11.3,0.0,0.0,2.3,NO,RB,7,2021
Tevin Coleman,3.6,14.0,0.1,0.3,3.0,0.0,0.0,2.3,NYJ,RB,7,2021
J.J. Taylor,2.3,10.8,0.1,0.7,5.4,0.0,0.0,2.2,NE,RB,7,2021
Devine Ozigbo,2.2,8.1,0.0,0.8,8.0,0.0,0.0,2.0,NE,RB,7,2021
Chris Evans,1.6,5.8,0.0,1.1,10.7,0.0,0.0,2.0,CIN,RB,7,2021
Eno Benjamin,2.1,10.7,0.1,0.3,2.8,0.0,0.0,2.0,ARI,RB,7,2021
Elijhaa Penny,2.5,9.6,0.1,0.7,4.4,0.0,0.0,1.9,NYG,RB,7,2021
Darrynton Evans,2.3,9.3,0.0,0.6,5.1,0.0,0.0,1.9,TEN,RB,7,2021
Buddy Howell,0.0,10.5,0.1,0.5,2.9,0.0,0.0,1.8,LAR,RB,7,2021
Travis Homer,1.3,5.3,0.0,0.9,7.6,0.0,0.0,1.6,SEA,RB,7,2021
Derrick Gore,1.4,7.2,0.0,0.4,3.5,0.0,0.0,1.3,KC,RB,7,2021
Patrick Ricard,0.2,0.3,0.0,1.0,7.7,0.1,0.0,1.3,BAL,RB,7,2021
Rex Burkhead,0.9,4.1,0.0,0.7,5.1,0.0,0.0,1.2,HOU,RB,7,2021
Dwayne Washington,1.6,5.4,0.0,0.4,3.7,0.0,0.0,1.2,NO,RB,7,2021
Andy Janovich,1.1,4.0,0.0,0.5,3.6,0.0,0.0,1.1,CLE,RB,7,2021
Trayveon Williams,1.0,3.8,0.0,0.5,4.1,0.0,0.0,1.0,CIN,RB,7,2021
Boston Scott,1.0,4.1,0.0,0.4,3.3,0.0,0.0,1.0,PHI,RB,7,2021
Mike Boone,1.5,9.0,0.0,0.2,1.0,0.0,0.0,1.0,DEN,RB,7,2021
Gary Brightwell,0.7,4.5,0.0,0.4,3.3,0.0,0.0,1.0,NYG,RB,7,2021
Kylin Hill,1.1,4.8,0.0,0.3,2.8,0.0,0.0,1.0,GB,RB,7,2021
Alec Ingold,0.3,0.6,0.0,0.7,5.9,0.0,0.0,0.9,LV,RB,7,2021
Ameer Abdullah,0.9,4.2,0.0,0.4,2.8,0.0,0.0,0.8,CAR,RB,7,2021
Alex Armah Jr.,1.2,3.3,0.0,0.4,3.4,0.0,0.0,0.8,WAS,RB,7,2021
Johnny Stanton,0.5,1.7,0.0,0.4,3.3,0.0,0.0,0.8,CLE,RB,7,2021
Tory Carter,1.1,5.0,0.0,0.2,2.0,0.0,0.0,0.7,TEN,RB,7,2021
Trenton Cannon,0.8,1.9,0.0,0.3,3.1,0.0,0.0,0.6,SF,RB,7,2021
Ryan Nall,1.2,2.5,0.0,0.3,3.0,0.0,0.0,0.6,CHI,RB,7,2021
Jason Cabinda,1.1,4.0,0.0,0.2,2.0,0.0,0.0,0.6,DET,RB,7,2021
Jermar Jefferson,0.7,3.0,0.0,0.2,3.0,0.0,0.0,0.6,DET,RB,7,2021
Keith Smith,0.6,1.6,0.0,0.5,3.8,0.0,0.0,0.6,ATL,RB,7,2021
Damarea Crockett,0.5,2.6,0.0,0.2,1.5,0.0,0.0,0.5,DEN,RB,7,2021
Ke'Shawn Vaughn,0.9,4.0,0.0,0.1,1.0,0.0,0.0,0.5,TB,RB,7,2021
Jakob Johnson,0.1,0.1,0.0,0.3,2.0,0.0,0.0,0.4,NE,RB,7,2021
Khari Blasingame,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.3,TEN,RB,7,2021
Nick Bellore,0.5,1.0,0.0,0.1,1.3,0.0,0.0,0.3,SEA,RB,7,2021
Cullen Gillaspia,0.4,1.1,0.0,0.1,1.2,0.0,0.0,0.3,NYG,RB,7,2021
Godwin Igwebuike,0.5,1.0,0.0,0.1,1.0,0.0,0.0,0.2,DET,RB,7,2021
Derrick Henry,26.7,119.7,1.1,2.4,22.3,0.1,0.1,21.1,TEN,RB,8,2021
Alvin Kamara,15.7,67.7,0.6,5.3,43.0,0.3,0.1,16.1,NO,RB,8,2021
Saquon Barkley,14.0,67.0,0.8,3.0,28.0,0.3,0.0,16.1,NYG,RB,8,2021
Jonathan Taylor,17.6,83.7,0.8,2.5,23.2,0.1,0.1,16.1,IND,RB,8,2021
D'Andre Swift,14.6,62.2,0.4,5.9,46.9,0.4,0.1,15.8,DET,RB,8,2021
Najee Harris,19.5,72.7,0.7,4.5,34.7,0.2,0.1,15.6,PIT,RB,8,2021
Dalvin Cook,18.8,83.8,0.6,3.5,28.3,0.1,0.1,15.1,MIN,RB,8,2021
Austin Ekeler,14.2,59.1,0.5,5.1,44.9,0.3,0.1,15.1,LAC,RB,8,2021
Darrell Henderson Jr.,17.0,76.8,0.7,2.4,21.5,0.2,0.1,14.9,LAR,RB,8,2021
Nick Chubb,18.2,91.1,0.7,1.5,12.2,0.0,0.1,14.4,CLE,RB,8,2021
Ezekiel Elliott,17.5,80.0,0.7,2.4,18.6,0.1,0.1,14.2,DAL,RB,8,2021
Joe Mixon,17.7,73.7,0.7,2.4,19.5,0.1,0.1,13.9,CIN,RB,8,2021
Aaron Jones,12.6,61.3,0.5,4.5,34.2,0.2,0.1,13.4,GB,RB,8,2021
Leonard Fournette,15.5,56.9,0.6,3.6,27.1,0.1,0.0,12.7,TB,RB,8,2021
Elijah Mitchell,17.0,77.3,0.6,1.2,10.4,0.0,0.1,12.5,SF,RB,8,2021
Khalil Herbert,17.0,69.7,0.5,2.1,17.4,0.1,0.1,11.9,CHI,RB,8,2021
Cordarrelle Patterson,12.8,55.1,0.3,4.2,34.5,0.2,0.1,11.8,ATL,RB,8,2021
Damien Harris,15.6,72.3,0.6,1.1,8.7,0.0,0.1,11.7,NE,RB,8,2021
Alex Collins,16.5,61.3,0.6,1.4,12.2,0.1,0.1,11.3,SEA,RB,8,2021
Christian McCaffrey,12.0,56.3,0.3,3.6,32.3,0.1,0.2,11.1,CAR,RB,8,2021
James Robinson,13.4,60.5,0.5,2.4,17.8,0.1,0.1,11.1,JAC,RB,8,2021
Darrel Williams,13.2,52.4,0.6,2.3,18.7,0.1,0.1,10.9,KC,RB,8,2021
Chuba Hubbard,13.5,54.3,0.5,2.5,19.8,0.1,0.1,10.4,CAR,RB,8,2021
Devontae Booker,13.6,53.1,0.5,2.6,18.6,0.1,0.1,10.3,NYG,RB,8,2021
Michael Carter,12.3,47.5,0.3,3.6,28.7,0.1,0.1,9.9,NYJ,RB,8,2021
Myles Gaskin,11.5,48.6,0.2,3.6,27.2,0.1,0.1,9.6,MIA,RB,8,2021
Antonio Gibson,14.7,61.8,0.3,1.7,13.4,0.0,0.1,9.5,WAS,RB,8,2021
Jamaal Williams,11.0,40.0,0.2,3.0,23.0,0.3,0.0,9.3,DET,RB,8,2021
Zack Moss,11.9,47.0,0.4,2.1,18.0,0.1,0.1,9.3,BUF,RB,8,2021
Chase Edmonds,9.9,46.4,0.2,3.3,25.0,0.1,0.1,9.2,ARI,RB,8,2021
Melvin Gordon III,11.2,49.4,0.3,1.9,13.9,0.1,0.1,8.7,DEN,RB,8,2021
Kenneth Gainwell,6.3,29.1,0.2,3.4,32.3,0.2,0.1,8.3,PHI,RB,8,2021
Javonte Williams,9.7,42.7,0.2,2.3,18.3,0.1,0.1,7.9,DEN,RB,8,2021
David Johnson,7.1,31.6,0.2,3.2,26.2,0.1,0.1,7.4,HOU,RB,8,2021
James Conner,11.0,44.6,0.3,0.8,5.7,0.0,0.1,7.1,ARI,RB,8,2021
Adrian Peterson,12.3,48.2,0.3,0.5,3.6,0.0,0.1,6.8,SEA,RB,8,2021
Tony Pollard,7.7,38.9,0.2,1.7,14.2,0.1,0.1,6.7,DAL,RB,8,2021
Devin Singletary,9.0,38.1,0.2,1.9,13.3,0.1,0.1,6.5,BUF,RB,8,2021
J.D. McKissic,5.1,21.1,0.1,4.4,32.3,0.1,0.0,6.4,WAS,RB,8,2021
Mike Davis,9.2,34.4,0.2,2.6,15.6,0.1,0.1,6.3,ATL,RB,8,2021
AJ Dillon,8.2,36.4,0.1,1.2,10.0,0.0,0.1,5.4,GB,RB,8,2021
Boston Scott,6.8,27.0,0.2,1.4,12.0,0.1,0.1,5.3,PHI,RB,8,2021
Clyde Edwards-Helaire,6.7,31.3,0.1,1.5,11.7,0.1,0.1,5.3,KC,RB,8,2021
D'Ernest Johnson,7.3,30.6,0.2,1.1,10.2,0.0,0.0,5.2,CLE,RB,8,2021
Mark Ingram II,8.7,31.5,0.2,0.7,5.9,0.0,0.1,5.1,NO,RB,8,2021
Samaje Perine,6.5,26.9,0.2,1.0,7.7,0.1,0.0,5.1,CIN,RB,8,2021
Sony Michel,7.1,31.0,0.2,0.5,4.9,0.0,0.0,5.0,LAR,RB,8,2021
Jordan Howard,6.4,27.7,0.3,0.5,4.6,0.0,0.0,4.8,PHI,RB,8,2021
David Montgomery,7.0,27.8,0.2,1.2,10.1,0.0,0.1,4.8,CHI,RB,8,2021
Ty Johnson,5.4,19.9,0.1,2.5,19.3,0.1,0.0,4.7,NYJ,RB,8,2021
Nyheim Hines,4.1,15.9,0.1,2.4,18.7,0.1,0.0,4.7,IND,RB,8,2021
Salvon Ahmed,6.7,25.5,0.1,1.5,12.9,0.0,0.1,4.7,MIA,RB,8,2021
Damien Williams,5.9,23.1,0.2,1.3,10.6,0.1,0.0,4.7,CHI,RB,8,2021
Rashaad Penny,6.6,26.7,0.2,0.7,5.6,0.0,0.0,4.5,SEA,RB,8,2021
Jermar Jefferson,7.4,26.0,0.1,0.9,7.8,0.0,0.0,4.2,DET,RB,8,2021
Rhamondre Stevenson,4.1,18.2,0.2,1.3,10.4,0.1,0.0,4.1,NE,RB,8,2021
Derrick Gore,6.4,20.6,0.2,0.7,6.4,0.0,0.0,4.0,KC,RB,8,2021
Alexander Mattison,5.3,22.5,0.1,1.0,8.4,0.1,0.0,3.9,MIN,RB,8,2021
JaMycal Hasty,4.1,17.6,0.1,1.8,13.6,0.0,0.0,3.9,SF,RB,8,2021
Chris Evans,1.8,6.7,0.1,1.7,18.3,0.1,0.0,3.7,CIN,RB,8,2021
Brandon Bolden,2.2,8.7,0.1,2.7,20.9,0.1,0.0,3.6,NE,RB,8,2021
Phillip Lindsay,6.1,23.9,0.1,0.7,5.4,0.0,0.0,3.6,MIA,RB,8,2021
Carlos Hyde,5.7,22.6,0.1,0.8,5.5,0.0,0.0,3.4,JAC,RB,8,2021
DeeJay Dallas,0.0,14.7,0.1,1.2,11.3,0.0,0.0,3.4,SEA,RB,8,2021
Rex Burkhead,3.6,12.5,0.1,1.1,9.9,0.1,0.0,3.2,HOU,RB,8,2021
Ronald Jones II,5.3,21.1,0.1,0.3,1.8,0.0,0.0,3.1,TB,RB,8,2021
Jerick McKinnon,3.1,12.2,0.1,1.3,10.6,0.1,0.0,3.0,KC,RB,8,2021
Dontrell Hilliard,4.0,15.3,0.2,0.4,3.3,0.0,0.0,2.8,TEN,RB,8,2021
Tarik Cohen,2.0,7.4,0.0,2.0,12.8,0.1,0.0,2.6,CHI,RB,8,2021
Justin Jackson,3.6,15.7,0.0,1.0,8.3,0.0,0.0,2.6,LAC,RB,8,2021
Kyle Juszczyk,0.9,3.1,0.0,1.6,16.0,0.1,0.0,2.6,SF,RB,8,2021
Joshua Kelley,4.6,17.0,0.1,0.4,2.5,0.0,0.1,2.5,LAC,RB,8,2021
J.J. Taylor,3.0,13.2,0.1,0.5,3.4,0.0,0.0,2.4,NE,RB,8,2021
Demetric Felton,1.0,3.9,0.0,1.6,14.8,0.1,0.0,2.3,CLE,RB,8,2021
Royce Freeman,3.5,13.4,0.1,0.7,4.7,0.0,0.0,2.2,HOU,RB,8,2021
La'Mical Perine,1.3,12.7,0.1,0.5,4.1,0.0,0.0,2.2,NYJ,RB,8,2021
Marlon Mack,2.6,12.2,0.1,0.3,2.4,0.0,0.0,2.1,IND,RB,8,2021
Elijhaa Penny,3.1,10.3,0.1,0.5,4.0,0.0,0.0,2.1,NYG,RB,8,2021
Giovani Bernard,0.6,3.3,0.0,2.0,14.8,0.0,0.0,2.0,TB,RB,8,2021
Trey Sermon,2.2,12.7,0.1,0.2,1.4,0.0,0.0,2.0,SF,RB,8,2021
Travis Homer,1.9,7.2,0.0,0.9,7.7,0.1,0.0,2.0,SEA,RB,8,2021
Scottie Phillips,3.9,10.9,0.1,0.5,4.4,0.0,0.0,1.9,HOU,RB,8,2021
Wayne Gallman Jr.,3.1,11.5,0.1,0.2,1.2,0.0,0.0,1.9,MIN,RB,8,2021
Larry Rountree III,3.2,10.2,0.1,0.4,2.9,0.0,0.0,1.8,LAC,RB,8,2021
Ty Montgomery,1.4,5.1,0.0,0.8,8.1,0.0,0.0,1.7,NO,RB,8,2021
Eno Benjamin,2.0,8.2,0.1,0.2,1.9,0.0,0.0,1.6,ARI,RB,8,2021
Trayveon Williams,1.7,8.0,0.1,0.2,2.0,0.0,0.0,1.6,CIN,RB,8,2021
Jaret Patterson,0.0,9.6,0.1,0.4,2.1,0.0,0.0,1.6,WAS,RB,8,2021
Kalen Ballage,2.1,6.9,0.1,0.6,3.9,0.0,0.0,1.5,PIT,RB,8,2021
D'Onta Foreman,1.8,6.6,0.1,0.5,3.9,0.0,0.0,1.5,TEN,RB,8,2021
Ameer Abdullah,1.7,6.2,0.0,0.7,5.1,0.0,0.0,1.5,CAR,RB,8,2021
Mike Boone,1.5,8.5,0.1,0.2,1.5,0.0,0.0,1.4,DEN,RB,8,2021
Devine Ozigbo,1.1,3.3,0.0,0.7,5.3,0.1,0.0,1.2,NE,RB,8,2021
Anthony McFarland Jr.,1.1,6.3,0.0,0.3,2.4,0.0,0.0,1.1,PIT,RB,8,2021
Dare Ogunbowale,1.0,4.2,0.0,0.6,4.4,0.0,0.0,1.0,JAC,RB,8,2021
John Kelly,0.6,4.7,0.0,0.3,3.5,0.0,0.0,1.0,CLE,RB,8,2021
Buddy Howell,0.9,6.2,0.0,0.3,1.6,0.0,0.0,1.0,LAR,RB,8,2021
C.J. Ham,0.6,2.2,0.0,0.7,5.7,0.0,0.0,1.0,MIN,RB,8,2021
Benny Snell Jr.,1.3,4.4,0.1,0.2,1.7,0.0,0.0,0.9,PIT,RB,8,2021
Matt Breida,1.9,7.7,0.0,0.2,1.6,0.0,0.0,0.9,BUF,RB,8,2021
Ryan Nall,1.0,3.0,0.0,0.4,4.4,0.0,0.0,0.9,CHI,RB,8,2021
Reggie Gilliam,0.3,1.2,0.0,0.5,5.6,0.0,0.0,0.9,BUF,RB,8,2021
Andy Janovich,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9,CLE,RB,8,2021
Kene Nwangwu,0.5,4.4,0.0,0.3,2.2,0.0,0.0,0.9,MIN,RB,8,2021
Patrick Laird,0.3,2.5,0.0,0.6,4.7,0.0,0.0,0.8,MIA,RB,8,2021
Deon Jackson,0.2,2.5,0.0,0.4,3.5,0.0,0.0,0.8,IND,RB,8,2021
Corey Clement,0.9,3.9,0.0,0.2,1.2,0.0,0.0,0.7,DAL,RB,8,2021
Alex Armah Jr.,1.2,2.8,0.0,0.2,1.5,0.0,0.0,0.7,WAS,RB,8,2021
Gary Brightwell,0.4,2.8,0.0,0.3,2.1,0.0,0.0,0.6,NYG,RB,8,2021
Dwayne Washington,1.0,4.9,0.0,0.1,0.9,0.0,0.0,0.6,NO,RB,8,2021
Taiwan Jones,0.4,1.9,0.0,0.2,2.9,0.0,0.0,0.6,BUF,RB,8,2021
Keith Smith,0.6,1.3,0.0,0.5,3.5,0.0,0.0,0.6,ATL,RB,8,2021
Michael Burton,0.5,1.5,0.0,0.3,2.1,0.0,0.0,0.5,KC,RB,8,2021
Johnny Stanton,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.4,CLE,RB,8,2021
Tory Carter,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4,TEN,RB,8,2021
Jakob Johnson,0.1,0.1,0.0,0.4,3.2,0.0,0.0,0.3,NE,RB,8,2021
Nick Bellore,0.0,0.1,0.0,0.2,1.8,0.0,0.0,0.3,SEA,RB,8,2021
Cullen Gillaspia,0.3,1.0,0.0,0.2,2.0,0.0,0.0,0.3,NYG,RB,8,2021
Trenton Cannon,0.1,0.7,0.0,0.2,1.3,0.0,0.0,0.3,SF,RB,8,2021
Jason Cabinda,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.3,DET,RB,8,2021
Derek Watt,0.7,1.3,0.0,0.2,0.8,0.0,0.0,0.3,PIT,RB,8,2021
Gabe Nabers,0.2,0.5,0.0,0.3,1.6,0.0,0.0,0.2,LAC,RB,8,2021
Giovanni Ricci,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,CAR,RB,8,2021
Alvin Kamara,17.4,74.6,0.7,4.8,39.0,0.3,0.1,16.5,NO,RB,9,2021
Najee Harris,20.5,80.1,0.6,4.3,34.6,0.2,0.1,16.1,PIT,RB,9,2021
Jonathan Taylor,17.0,78.6,0.8,2.7,24.6,0.1,0.1,15.3,IND,RB,9,2021
Austin Ekeler,13.8,61.9,0.5,5.3,44.2,0.3,0.1,15.1,LAC,RB,9,2021
Ezekiel Elliott,17.9,78.2,0.7,2.7,21.0,0.1,0.1,14.4,DAL,RB,9,2021
Nick Chubb,18.0,89.4,0.7,1.8,13.0,0.0,0.1,14.3,CLE,RB,9,2021
Dalvin Cook,18.0,79.8,0.6,3.2,26.2,0.1,0.1,14.2,MIN,RB,9,2021
Darrell Henderson Jr.,15.7,70.2,0.7,2.4,21.6,0.2,0.1,14.0,LAR,RB,9,2021
Aaron Jones,13.9,65.3,0.5,3.9,30.0,0.2,0.1,13.6,GB,RB,9,2021
Christian McCaffrey,13.2,59.5,0.5,4.1,34.7,0.1,0.1,13.1,CAR,RB,9,2021
Joe Mixon,15.9,65.5,0.6,2.4,18.3,0.1,0.1,12.5,CIN,RB,9,2021
Damien Harris,16.0,72.4,0.6,1.1,8.5,0.0,0.1,11.6,NE,RB,9,2021
Josh Jacobs,14.4,57.1,0.6,2.6,20.3,0.1,0.1,11.5,LV,RB,9,2021
Devontae Booker,14.5,57.1,0.5,3.0,21.3,0.1,0.1,11.2,NYG,RB,9,2021
Cordarrelle Patterson,11.1,43.9,0.2,4.0,36.0,0.2,0.1,10.5,ATL,RB,9,2021
Myles Gaskin,12.1,52.6,0.3,3.4,26.5,0.2,0.1,10.3,MIA,RB,9,2021
Michael Carter,11.5,45.3,0.3,4.3,35.6,0.1,0.1,10.2,NYJ,RB,9,2021
Elijah Mitchell,13.0,62.5,0.5,0.5,4.6,0.0,0.1,9.7,SF,RB,9,2021
Melvin Gordon III,10.2,46.8,0.5,2.1,14.3,0.1,0.1,9.0,DEN,RB,9,2021
Darrel Williams,10.8,44.2,0.4,2.6,21.0,0.1,0.1,8.9,KC,RB,9,2021
Khalil Herbert,12.1,49.7,0.4,1.8,14.7,0.0,0.1,8.7,CHI,RB,9,2021
Zack Moss,10.8,41.9,0.3,2.4,21.0,0.1,0.1,8.6,BUF,RB,9,2021
