player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,lst,fantasy_points,team,position,week,year
Tom Kennedy,0.6,7.2,0.0,0.0,0.0,0.0,0.0,0.9,DET,WR,14,2021
Tyron Johnson,0.5,6.8,0.0,0.0,0.2,0.0,0.0,0.9,LV,WR,14,2021
Jaelon Darden,0.3,4.8,0.0,0.0,0.5,0.0,0.0,0.6,TB,WR,14,2021
Penny Hart,0.4,4.8,0.0,0.1,0.0,0.0,0.0,0.6,SEA,WR,14,2021
Collin Johnson,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.6,NYG,WR,14,2021
Scotty Miller,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.6,TB,WR,14,2021
Malik Taylor,0.3,4.2,0.0,0.0,0.2,0.0,0.0,0.6,GB,WR,14,2021
Frank Darby,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.5,ATL,WR,14,2021
Stanley Morgan Jr.,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.5,CIN,WR,14,2021
Pooka Williams Jr.,0.2,2.0,0.0,0.7,3.0,0.0,0.0,0.5,CIN,WR,14,2021
Marcus Kemp,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4,KC,WR,14,2021
James Proche II,0.2,3.1,0.0,0.0,0.1,0.0,0.0,0.3,BAL,WR,14,2021
Tylan Wallace,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3,BAL,WR,14,2021
Amari Rodgers,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3,GB,WR,14,2021
Travis Benjamin,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3,SF,WR,14,2021
Dillon Stoner,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3,LV,WR,14,2021
Alex Erickson,0.2,2.2,0.0,0.1,0.2,0.0,0.0,0.3,CAR,WR,14,2021
Diontae Spencer,0.1,1.8,0.0,0.1,0.9,0.0,0.0,0.3,DEN,WR,14,2021
Christian Blake,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.2,ATL,WR,14,2021
Jake Kumerow,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2,BUF,WR,14,2021
Trenton Irwin,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,CIN,WR,14,2021
Matt Cole,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.2,SEA,WR,14,2021
Cooper Kupp,8.7,111.8,0.8,0.0,0.1,0.0,0.0,15.8,LAR,WR,15,2021
Davante Adams,7.7,106.2,0.8,0.0,0.0,0.0,0.0,15.3,GB,WR,15,2021
Justin Jefferson,6.9,101.5,0.8,0.4,2.0,0.0,0.0,15.1,MIN,WR,15,2021
Deebo Samuel,3.8,55.5,0.3,6.4,36.1,0.5,0.1,13.5,SF,WR,15,2021
Tyreek Hill,6.2,77.5,0.7,0.8,4.9,0.0,0.0,12.3,KC,WR,15,2021
Diontae Johnson,6.9,83.0,0.6,0.4,2.4,0.0,0.1,12.0,PIT,WR,15,2021
Hunter Renfrow,7.3,79.8,0.5,0.1,0.8,0.0,0.1,11.2,LV,WR,15,2021
Mike Evans,5.0,71.6,0.7,0.0,0.2,0.0,0.0,11.1,TB,WR,15,2021
Stefon Diggs,5.9,74.5,0.6,0.0,0.2,0.0,0.0,11.1,BUF,WR,15,2021
CeeDee Lamb,5.5,72.0,0.5,0.7,4.3,0.0,0.0,11.0,DAL,WR,15,2021
Ja'Marr Chase,4.9,71.4,0.6,0.6,3.0,0.0,0.0,10.8,CIN,WR,15,2021
Cordarrelle Patterson,2.9,31.9,0.2,10.4,43.2,0.4,0.2,10.4,ATL,WR,15,2021
D.K. Metcalf,5.1,70.0,0.6,0.0,0.2,0.0,0.0,10.4,SEA,WR,15,2021
Tee Higgins,5.0,71.9,0.5,0.0,0.1,0.0,0.0,10.1,CIN,WR,15,2021
Chris Godwin,5.8,67.0,0.5,0.4,1.6,0.0,0.1,10.1,TB,WR,15,2021
Mike Williams,4.8,67.4,0.5,0.0,0.0,0.0,0.0,9.9,LAC,WR,15,2021
Odell Beckham Jr.,4.3,62.1,0.6,0.2,1.5,0.0,0.1,9.8,LAR,WR,15,2021
Brandon Aiyuk,4.6,60.0,0.6,0.5,3.0,0.0,0.0,9.7,SF,WR,15,2021
DeVante Parker,5.1,66.5,0.5,0.0,0.0,0.0,0.0,9.7,MIA,WR,15,2021
Keenan Allen,6.6,74.6,0.3,0.0,0.1,0.0,0.1,9.4,LAC,WR,15,2021
Brandin Cooks,5.4,65.8,0.4,0.3,2.0,0.0,0.0,9.4,HOU,WR,15,2021
Amari Cooper,4.7,61.9,0.5,0.0,0.2,0.0,0.0,9.3,DAL,WR,15,2021
Christian Kirk,4.3,61.4,0.5,0.1,0.5,0.0,0.0,9.2,ARI,WR,15,2021
DJ Moore,4.8,63.8,0.4,0.5,2.6,0.0,0.0,9.1,CAR,WR,15,2021
Michael Pittman Jr.,4.7,60.6,0.5,0.4,2.5,0.0,0.0,9.1,IND,WR,15,2021
Darnell Mooney,4.4,61.1,0.4,0.1,1.1,0.0,0.0,9.1,CHI,WR,15,2021
Terry McLaurin,4.6,60.1,0.5,0.0,0.3,0.0,0.0,8.7,WAS,WR,15,2021
Julio Jones,4.1,59.7,0.4,0.0,0.0,0.0,0.0,8.4,TEN,WR,15,2021
A.J. Green,3.8,55.7,0.5,0.0,0.1,0.0,0.0,8.4,ARI,WR,15,2021
Michael Gallup,4.1,55.7,0.5,0.0,0.0,0.0,0.0,8.3,DAL,WR,15,2021
K.J. Osborn,4.0,53.1,0.5,0.0,0.3,0.0,0.0,8.2,MIN,WR,15,2021
Jerry Jeudy,4.2,56.1,0.4,0.2,0.6,0.0,0.0,8.0,DEN,WR,15,2021
Marquise Brown,5.2,63.7,0.3,0.0,0.2,0.0,0.0,8.0,BAL,WR,15,2021
Chase Claypool,4.1,59.1,0.2,1.0,5.3,0.0,0.0,7.9,PIT,WR,15,2021
Cole Beasley,4.8,51.0,0.5,0.0,0.0,0.0,0.0,7.8,BUF,WR,15,2021
Jamison Crowder,4.3,48.8,0.4,0.0,0.2,0.0,0.0,7.2,NYJ,WR,15,2021
Van Jefferson,3.8,52.6,0.3,0.0,0.6,0.0,0.0,7.1,LAR,WR,15,2021
DeVonta Smith,4.0,54.5,0.3,0.0,0.0,0.0,0.0,7.1,PHI,WR,15,2021
Donovan Peoples-Jones,3.6,56.6,0.2,0.0,0.0,0.0,0.0,7.0,CLE,WR,15,2021
Russell Gage,4.9,55.7,0.2,0.0,0.2,0.0,0.0,6.7,ATL,WR,15,2021
Marquez Valdes-Scantling,3.0,51.7,0.2,0.0,0.2,0.0,0.0,6.6,GB,WR,15,2021
Kenny Golladay,3.7,55.2,0.2,0.0,0.0,0.0,0.0,6.5,NYG,WR,15,2021
Nelson Agholor,3.2,41.0,0.4,0.2,1.0,0.0,0.0,6.5,NE,WR,15,2021
Marvin Jones Jr.,3.7,49.4,0.3,0.0,0.0,0.0,0.0,6.5,JAC,WR,15,2021
Amon-Ra St. Brown,5.2,53.2,0.2,0.0,0.3,0.0,0.0,6.4,DET,WR,15,2021
Gabriel Davis,3.2,45.0,0.3,0.0,0.0,0.0,0.0,6.4,BUF,WR,15,2021
Jakobi Meyers,4.3,50.1,0.2,0.0,0.1,0.0,0.0,6.1,NE,WR,15,2021
Josh Reynolds,4.0,50.6,0.2,0.0,0.1,0.0,0.0,6.1,DET,WR,15,2021
Rashod Bateman,4.0,51.1,0.1,0.0,0.2,0.0,0.0,6.0,BAL,WR,15,2021
Sterling Shepard,4.5,49.6,0.2,0.2,1.4,0.0,0.0,6.0,NYG,WR,15,2021
Laviska Shenault Jr.,3.8,42.0,0.2,1.0,5.4,0.1,0.0,5.9,JAC,WR,15,2021
Rondale Moore,3.8,39.0,0.2,1.1,7.1,0.0,0.1,5.9,ARI,WR,15,2021
Kendrick Bourne,3.2,42.6,0.2,0.3,2.7,0.0,0.0,5.8,NE,WR,15,2021
Allen Lazard,3.1,41.4,0.3,0.0,0.4,0.0,0.0,5.7,GB,WR,15,2021
Tyler Boyd,3.9,44.9,0.1,0.3,2.1,0.0,0.0,5.6,CIN,WR,15,2021
Tre'Quan Smith,3.2,42.6,0.2,0.0,0.1,0.0,0.0,5.4,NO,WR,15,2021
Albert Wilson,3.6,36.5,0.2,0.2,2.3,0.0,0.0,5.3,MIA,WR,15,2021
Robby Anderson,3.7,41.3,0.2,0.0,0.2,0.0,0.0,5.2,CAR,WR,15,2021
Courtland Sutton,2.9,41.1,0.2,0.0,0.1,0.0,0.0,5.1,DEN,WR,15,2021
Laquon Treadwell,3.2,42.6,0.1,0.0,0.0,0.0,0.0,5.0,JAC,WR,15,2021
Tim Patrick,2.8,38.6,0.2,0.0,0.0,0.0,0.0,5.0,DEN,WR,15,2021
Braxton Berrios,3.4,38.7,0.1,0.1,0.4,0.0,0.0,4.8,NYJ,WR,15,2021
Bryan Edwards,2.4,38.2,0.2,0.0,0.3,0.0,0.0,4.8,LV,WR,15,2021
T.Y. Hilton,3.0,37.6,0.2,0.0,0.0,0.0,0.0,4.7,IND,WR,15,2021
Nick Westbrook-Ikhine,2.8,34.7,0.2,0.0,0.1,0.0,0.0,4.7,TEN,WR,15,2021
Marquez Callaway,2.7,35.4,0.2,0.0,0.0,0.0,0.0,4.7,NO,WR,15,2021
Nico Collins,3.0,38.8,0.1,0.0,0.1,0.0,0.0,4.6,HOU,WR,15,2021
Rashard Higgins,2.8,38.0,0.1,0.0,0.0,0.0,0.0,4.6,CLE,WR,15,2021
Keelan Cole Sr.,2.5,36.4,0.2,0.0,0.0,0.0,0.0,4.5,NYJ,WR,15,2021
Jalen Guyton,2.3,34.4,0.2,0.3,1.2,0.0,0.0,4.5,LAC,WR,15,2021
DeAndre Carter,3.1,35.3,0.1,0.3,1.9,0.0,0.0,4.4,WAS,WR,15,2021
Freddie Swain,2.8,33.7,0.2,0.1,0.9,0.0,0.0,4.4,SEA,WR,15,2021
Quez Watkins,2.3,32.1,0.2,0.1,0.1,0.0,0.0,4.3,PHI,WR,15,2021
Darius Slayton,2.5,34.3,0.2,0.0,-0.1,0.0,0.0,4.3,NYG,WR,15,2021
DeSean Jackson,1.8,33.0,0.1,0.1,0.6,0.0,0.0,4.1,LV,WR,15,2021
Mecole Hardman,2.4,28.4,0.1,0.4,3.2,0.0,0.0,4.0,KC,WR,15,2021
Damiere Byrd,2.4,32.5,0.1,0.0,0.1,0.0,0.0,4.0,CHI,WR,15,2021
Byron Pringle,2.3,31.0,0.2,0.0,0.1,0.0,0.0,3.9,KC,WR,15,2021
Zay Jones,2.5,30.8,0.1,0.1,0.4,0.0,0.0,3.9,LV,WR,15,2021
Kalif Raymond,2.6,32.1,0.1,0.1,0.3,0.0,0.0,3.9,DET,WR,15,2021
Adam Humphries,3.0,33.5,0.1,0.0,0.1,0.0,0.0,3.9,WAS,WR,15,2021
Zach Pascal,2.4,29.0,0.1,0.1,1.0,0.0,0.0,3.9,IND,WR,15,2021
Allen Robinson II,2.4,29.7,0.2,0.0,0.0,0.0,0.0,3.9,CHI,WR,15,2021
Jalen Reagor,2.2,27.9,0.1,0.3,2.4,0.0,0.0,3.8,PHI,WR,15,2021
Ja'Marcus Bradley,2.0,27.8,0.2,0.0,0.1,0.0,0.0,3.7,CLE,WR,15,2021
Tajae Sharpe,2.4,30.0,0.1,0.0,0.0,0.0,0.0,3.7,ATL,WR,15,2021
Jarvis Landry,2.4,24.4,0.1,0.4,2.2,0.1,0.1,3.7,CLE,WR,15,2021
Tyler Johnson,2.3,28.4,0.1,0.0,0.0,0.0,0.0,3.6,TB,WR,15,2021
D'Wayne Eskridge,2.2,26.3,0.1,0.4,2.1,0.0,0.0,3.6,SEA,WR,15,2021
Mack Hollins,1.9,24.2,0.2,0.0,0.0,0.0,0.0,3.5,MIA,WR,15,2021
Ray-Ray McCloud,2.5,24.8,0.1,0.1,1.2,0.0,0.0,3.3,PIT,WR,15,2021
Devin Duvernay,2.1,22.8,0.1,0.5,3.0,0.0,0.0,3.3,BAL,WR,15,2021
Curtis Samuel,2.1,24.6,0.0,0.7,4.2,0.0,0.0,3.2,WAS,WR,15,2021
Olamide Zaccheaus,1.8,23.9,0.1,0.0,0.1,0.0,0.0,3.2,ATL,WR,15,2021
Marquise Goodwin,1.2,21.1,0.2,0.0,0.7,0.0,0.0,3.2,CHI,WR,15,2021
James Washington,1.9,23.9,0.1,0.0,0.4,0.0,0.0,3.2,PIT,WR,15,2021
Jauan Jennings,1.9,23.0,0.1,0.0,0.1,0.0,0.0,3.0,SF,WR,15,2021
Brandon Zylstra,2.1,25.6,0.1,0.0,0.0,0.0,0.0,3.0,CAR,WR,15,2021
Tyler Lockett,1.9,24.1,0.1,0.0,-0.1,0.0,0.0,3.0,SEA,WR,15,2021
Cedrick Wilson Jr.,1.7,21.1,0.1,0.1,0.2,0.0,0.0,3.0,DAL,WR,15,2021
Chris Conley,1.8,25.0,0.1,0.0,0.0,0.0,0.0,2.9,HOU,WR,15,2021
Denzel Mims,1.8,23.7,0.1,0.0,0.0,0.0,0.0,2.9,NYJ,WR,15,2021
Sammy Watkins,1.3,20.1,0.1,0.0,0.7,0.0,0.0,2.9,BAL,WR,15,2021
Ben Skowronek,1.7,22.6,0.1,0.0,0.1,0.0,0.0,2.9,LAR,WR,15,2021
Isaiah Ford,1.7,20.1,0.1,0.0,0.1,0.0,0.0,2.8,MIA,WR,15,2021
Cody Hollister,1.6,21.3,0.1,0.1,0.2,0.0,0.0,2.8,TEN,WR,15,2021
Tavon Austin,1.7,20.5,0.1,0.0,0.1,0.0,0.0,2.7,JAC,WR,15,2021
Preston Williams,1.4,19.4,0.1,0.0,0.1,0.0,0.0,2.7,MIA,WR,15,2021
Lil'Jordan Humphrey,1.5,19.8,0.1,0.0,0.1,0.0,0.0,2.6,NO,WR,15,2021
Juwan Johnson,1.3,14.2,0.2,0.0,0.0,0.0,0.0,2.6,NO,WR,15,2021
Rodney Adams,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.6,NYJ,WR,15,2021
Demarcus Robinson,1.6,18.6,0.1,0.0,0.0,0.0,0.0,2.6,KC,WR,15,2021
Penny Hart,1.6,19.4,0.1,0.0,0.0,0.0,0.0,2.6,SEA,WR,15,2021
Joshua Palmer,1.4,18.3,0.1,0.0,0.3,0.0,0.0,2.5,LAC,WR,15,2021
Cam Sims,1.7,20.4,0.1,0.0,0.0,0.0,0.0,2.5,WAS,WR,15,2021
Antoine Wesley,1.5,19.1,0.1,0.0,0.0,0.0,0.0,2.5,ARI,WR,15,2021
KhaDarel Hodge,1.5,18.2,0.1,0.0,0.0,0.0,0.0,2.4,DET,WR,15,2021
Chester Rogers,1.6,19.0,0.1,0.0,0.5,0.0,0.0,2.3,TEN,WR,15,2021
Ihmir Smith-Marsette,1.2,14.8,0.1,0.0,0.1,0.0,0.0,2.2,MIN,WR,15,2021
Isaiah McKenzie,1.3,12.7,0.1,0.4,2.1,0.0,0.0,2.2,BUF,WR,15,2021
Kenny Stills,1.0,15.9,0.1,0.0,0.0,0.0,0.0,2.2,NO,WR,15,2021
Lawrence Cager,1.2,16.2,0.1,0.0,0.0,0.0,0.0,2.1,NYJ,WR,15,2021
Dede Westbrook,1.3,13.8,0.1,0.0,0.0,0.0,0.0,2.1,MIN,WR,15,2021
Breshad Perriman,1.0,13.8,0.1,0.0,0.7,0.0,0.0,2.0,TB,WR,15,2021
Ty Montgomery,1.3,12.9,0.1,0.7,3.1,0.0,0.0,2.0,NO,WR,15,2021
Ryan Switzer,1.5,14.5,0.1,0.0,0.0,0.0,0.0,1.9,CLE,WR,15,2021
Phillip Dorsett II,1.0,13.3,0.1,0.3,1.7,0.0,0.0,1.9,HOU,WR,15,2021
D.J. Montgomery,1.2,15.2,0.1,0.0,0.0,0.0,0.0,1.9,NYJ,WR,15,2021
Jaydon Mickens,1.1,13.6,0.1,0.0,0.1,0.0,0.0,1.8,JAC,WR,15,2021
Dyami Brown,1.1,13.6,0.1,0.0,0.1,0.0,0.0,1.7,WAS,WR,15,2021
Racey McMath,1.0,12.1,0.1,0.0,0.1,0.0,0.0,1.6,TEN,WR,15,2021
N'Keal Harry,0.9,11.4,0.1,0.0,0.0,0.0,0.0,1.6,NE,WR,15,2021
Amari Rodgers,0.7,11.8,0.1,0.1,0.7,0.0,0.1,1.5,GB,WR,15,2021
Ashton Dulin,0.8,10.6,0.1,0.0,0.1,0.0,0.0,1.5,IND,WR,15,2021
Malik Taylor,0.9,10.5,0.1,0.0,0.0,0.0,0.0,1.5,GB,WR,15,2021
Kendall Hinton,0.8,11.1,0.1,0.1,0.1,0.0,0.0,1.5,DEN,WR,15,2021
Tom Kennedy,0.9,10.7,0.1,0.0,0.0,0.0,0.0,1.4,DET,WR,15,2021
Terrace Marshall Jr.,1.0,11.4,0.0,0.0,0.0,0.0,0.0,1.4,CAR,WR,15,2021
Vyncint Smith,0.9,10.7,0.1,0.0,0.0,0.0,0.0,1.3,TB,WR,15,2021
Dez Fitzpatrick,0.8,9.5,0.1,0.0,0.0,0.0,0.0,1.3,TEN,WR,15,2021
Malik Turner,0.8,9.4,0.1,0.0,0.0,0.0,0.0,1.3,DAL,WR,15,2021
Easop Winston Jr.,0.8,10.3,0.0,0.0,0.0,0.0,0.0,1.3,NO,WR,15,2021
J.J. Arcega-Whiteside,0.5,8.3,0.1,0.0,0.0,0.0,0.0,1.1,PHI,WR,15,2021
Dax Milne,0.6,8.9,0.0,0.0,0.0,0.0,0.0,1.1,WAS,WR,15,2021
Scotty Miller,0.6,8.0,0.1,0.0,0.2,0.0,0.0,1.1,TB,WR,15,2021
Adam Thielen,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,MIN,WR,15,2021
Jaylen Waddle,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,MIA,WR,15,2021
Miles Boykin,0.7,8.2,0.0,0.0,0.0,0.0,0.0,1.0,BAL,WR,15,2021
Greg Ward,0.5,6.8,0.1,0.0,0.0,0.0,0.0,1.0,PHI,WR,15,2021
Marcus Kemp,0.5,6.4,0.0,0.0,0.0,0.0,0.0,0.9,KC,WR,15,2021
Marquez Stevenson,0.5,6.3,0.0,0.0,0.3,0.0,0.0,0.9,BUF,WR,15,2021
Equanimeous St. Brown,0.5,5.5,0.0,0.0,1.0,0.0,0.0,0.9,GB,WR,15,2021
Shi Smith,0.5,6.1,0.0,0.0,1.0,0.0,0.0,0.9,CAR,WR,15,2021
Collin Johnson,0.5,6.7,0.0,0.0,0.0,0.0,0.0,0.9,NYG,WR,15,2021
Andre Roberts,0.3,5.2,0.0,0.0,1.3,0.0,0.0,0.9,LAC,WR,15,2021
Jaelon Darden,0.4,5.8,0.0,0.0,0.6,0.0,0.0,0.9,TB,WR,15,2021
Trent Sherfield,0.5,6.2,0.0,0.0,0.0,0.0,0.0,0.8,SF,WR,15,2021
Mike Thomas,0.4,5.5,0.0,0.0,0.0,0.0,0.0,0.8,CIN,WR,15,2021
Jake Kumerow,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7,BUF,WR,15,2021
Diontae Spencer,0.4,5.1,0.0,0.0,0.3,0.0,0.0,0.7,DEN,WR,15,2021
Chris Moore,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.7,HOU,WR,15,2021
Frank Darby,0.4,4.9,0.0,0.0,0.2,0.0,0.0,0.7,ATL,WR,15,2021
Andy Isabella,0.3,5.0,0.0,0.0,0.1,0.0,0.0,0.7,ARI,WR,15,2021
Mohamed Sanu Sr.,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.6,SF,WR,15,2021
Gunner Olszewski,0.2,4.2,0.0,0.0,0.5,0.0,0.0,0.6,NE,WR,15,2021
Dezmon Patmon,0.2,4.1,0.0,0.0,0.1,0.0,0.0,0.6,IND,WR,15,2021
Travis Benjamin,0.4,4.9,0.0,0.0,0.2,0.0,0.0,0.6,SF,WR,15,2021
Tylan Wallace,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6,BAL,WR,15,2021
Simi Fehoko,0.3,3.9,0.0,0.0,0.2,0.0,0.0,0.5,DAL,WR,15,2021
Matthew Slater,0.2,3.9,0.0,0.0,0.1,0.0,0.0,0.5,NE,WR,15,2021
Christian Blake,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.5,ATL,WR,15,2021
Stanley Morgan Jr.,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.5,CIN,WR,15,2021
Daurice Fountain,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4,KC,WR,15,2021
James Proche II,0.1,2.8,0.0,0.0,0.2,0.0,0.0,0.4,BAL,WR,15,2021
Alex Erickson,0.1,1.6,0.0,0.0,0.4,0.0,0.0,0.3,CAR,WR,15,2021
Cooper Kupp,7.9,106.6,0.8,0.1,0.5,0.0,0.1,15.4,LAR,WR,16,2021
Davante Adams,7.9,104.0,0.8,0.0,0.1,0.0,0.1,15.2,GB,WR,16,2021
Tyreek Hill,6.8,88.9,0.7,0.7,4.4,0.0,0.1,13.5,KC,WR,16,2021
Keenan Allen,7.6,89.7,0.7,0.0,0.1,0.0,0.1,12.9,LAC,WR,16,2021
Deebo Samuel,4.2,63.0,0.3,4.9,31.3,0.3,0.1,12.7,SF,WR,16,2021
Justin Jefferson,6.3,87.9,0.6,0.3,1.2,0.0,0.1,12.6,MIN,WR,16,2021
Cordarrelle Patterson,3.5,41.6,0.3,10.3,43.5,0.5,0.2,12.6,ATL,WR,16,2021
Diontae Johnson,7.1,82.1,0.5,0.5,3.1,0.0,0.1,11.5,PIT,WR,16,2021
Stefon Diggs,6.1,76.7,0.6,0.0,0.2,0.0,0.1,10.9,BUF,WR,16,2021
Ja'Marr Chase,4.7,70.1,0.6,0.6,2.4,0.0,0.1,10.7,CIN,WR,16,2021
Tyler Lockett,5.3,72.9,0.6,0.0,0.0,0.0,0.1,10.7,SEA,WR,16,2021
CeeDee Lamb,5.3,68.4,0.5,0.5,3.2,0.0,0.0,10.4,DAL,WR,16,2021
A.J. Brown,5.0,68.8,0.5,0.2,1.1,0.0,0.0,10.2,TEN,WR,16,2021
Tee Higgins,4.9,71.1,0.5,0.1,0.5,0.0,0.1,10.1,CIN,WR,16,2021
DJ Moore,5.5,71.5,0.4,0.3,2.0,0.0,0.1,9.8,CAR,WR,16,2021
Christian Kirk,5.1,64.7,0.5,0.1,0.7,0.0,0.1,9.5,ARI,WR,16,2021
Russell Gage,5.6,65.2,0.5,0.1,0.2,0.0,0.1,9.3,ATL,WR,16,2021
Adam Thielen,4.9,56.4,0.6,0.1,0.2,0.0,0.0,9.2,MIN,WR,16,2021
Michael Pittman Jr.,5.1,63.2,0.5,0.3,2.0,0.0,0.0,9.2,IND,WR,16,2021
Hunter Renfrow,6.8,74.6,0.3,0.2,1.1,0.0,0.1,9.1,LV,WR,16,2021
Amon-Ra St. Brown,5.9,61.2,0.4,0.3,1.6,0.0,0.1,8.8,DET,WR,16,2021
Terry McLaurin,4.7,62.9,0.4,0.1,0.3,0.0,0.0,8.7,WAS,WR,16,2021
Darnell Mooney,5.1,61.8,0.4,0.4,2.1,0.0,0.0,8.7,CHI,WR,16,2021
Brandon Aiyuk,4.3,56.7,0.5,0.5,2.5,0.0,0.0,8.7,SF,WR,16,2021
Jarvis Landry,5.0,59.1,0.4,0.4,3.0,0.0,0.1,8.6,CLE,WR,16,2021
D.K. Metcalf,4.5,61.7,0.4,0.0,0.2,0.0,0.0,8.6,SEA,WR,16,2021
Odell Beckham Jr.,3.7,53.3,0.5,0.3,1.4,0.0,0.0,8.3,LAR,WR,16,2021
Jaylen Waddle,6.2,63.9,0.3,0.1,0.4,0.0,0.1,8.1,MIA,WR,16,2021
DeVante Parker,4.4,55.7,0.4,0.0,0.0,0.0,0.0,8.0,MIA,WR,16,2021
Marquise Brown,5.5,64.2,0.3,0.2,0.8,0.0,0.1,7.9,BAL,WR,16,2021
Amari Cooper,4.4,58.0,0.3,0.1,0.1,0.0,0.0,7.8,DAL,WR,16,2021
Joshua Palmer,3.8,48.7,0.5,0.0,0.3,0.0,0.0,7.6,LAC,WR,16,2021
Chase Claypool,3.8,54.4,0.2,0.9,4.6,0.0,0.0,7.2,PIT,WR,16,2021
DeVonta Smith,3.9,54.2,0.3,0.0,0.0,0.0,0.0,7.1,PHI,WR,16,2021
A.J. Green,3.8,54.1,0.3,0.0,0.4,0.0,0.0,7.0,ARI,WR,16,2021
Jerry Jeudy,3.8,48.6,0.3,0.2,0.4,0.0,0.0,7.0,DEN,WR,16,2021
Kenny Golladay,4.1,57.5,0.2,0.0,0.0,0.0,0.0,7.0,NYG,WR,16,2021
Marvin Jones Jr.,4.1,52.5,0.3,0.0,0.0,0.0,0.0,6.9,JAC,WR,16,2021
Allen Lazard,3.9,49.5,0.3,0.2,1.2,0.0,0.0,6.9,GB,WR,16,2021
Jakobi Meyers,5.3,56.1,0.2,0.3,1.4,0.0,0.0,6.8,NE,WR,16,2021
Michael Gallup,3.7,51.3,0.3,0.0,0.1,0.0,0.0,6.8,DAL,WR,16,2021
Tyler Boyd,4.3,51.8,0.3,0.2,1.1,0.0,0.1,6.7,CIN,WR,16,2021
Kendrick Bourne,3.6,46.7,0.3,0.5,3.4,0.0,0.0,6.6,NE,WR,16,2021
Van Jefferson,3.4,47.7,0.3,0.1,0.8,0.0,0.0,6.5,LAR,WR,16,2021
Kadarius Toney,4.7,49.0,0.2,0.5,2.4,0.0,0.0,6.5,NYG,WR,16,2021
Josh Reynolds,3.8,50.6,0.2,0.0,0.1,0.0,0.0,6.3,DET,WR,16,2021
Robby Anderson,4.1,46.9,0.2,0.3,1.7,0.0,0.0,6.2,CAR,WR,16,2021
Emmanuel Sanders,4.0,49.7,0.2,0.0,0.4,0.0,0.0,6.2,BUF,WR,16,2021
Donovan Peoples-Jones,3.0,48.0,0.2,0.0,0.0,0.0,0.0,6.1,CLE,WR,16,2021
T.Y. Hilton,3.6,44.6,0.2,0.0,0.0,0.0,0.0,5.9,IND,WR,16,2021
Braxton Berrios,3.6,41.5,0.2,0.4,2.3,0.0,0.0,5.7,NYJ,WR,16,2021
Laquon Treadwell,3.7,47.4,0.2,0.0,0.0,0.0,0.0,5.6,JAC,WR,16,2021
Keelan Cole Sr.,3.1,43.4,0.2,0.0,0.0,0.0,0.0,5.6,NYJ,WR,16,2021
Marquez Callaway,3.2,43.8,0.2,0.0,0.0,0.0,0.0,5.5,NO,WR,16,2021
Nico Collins,3.7,44.7,0.2,0.0,0.1,0.0,0.0,5.3,HOU,WR,16,2021
Tim Patrick,2.9,39.4,0.2,0.0,0.0,0.0,0.0,5.2,DEN,WR,16,2021
Olamide Zaccheaus,2.6,37.0,0.2,0.1,0.2,0.0,0.0,5.1,ATL,WR,16,2021
Julio Jones,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.1,TEN,WR,16,2021
Courtland Sutton,3.0,42.0,0.1,0.0,0.1,0.0,0.0,5.0,DEN,WR,16,2021
Tre'Quan Smith,2.9,38.4,0.2,0.0,0.1,0.0,0.0,5.0,NO,WR,16,2021
Calvin Ridley,2.7,36.3,0.2,0.1,0.7,0.0,0.0,4.9,ATL,WR,16,2021
Tyler Johnson,3.5,38.9,0.2,0.0,0.0,0.0,0.0,4.8,TB,WR,16,2021
Rashod Bateman,3.1,40.2,0.1,0.0,0.1,0.0,0.0,4.8,BAL,WR,16,2021
Darius Slayton,3.0,39.6,0.1,0.1,0.0,0.0,0.0,4.8,NYG,WR,16,2021
K.J. Osborn,3.0,35.0,0.2,0.1,0.2,0.0,0.0,4.5,MIN,WR,16,2021
Chris Conley,2.7,37.0,0.1,0.0,0.0,0.0,0.0,4.5,HOU,WR,16,2021
